City,Provinsi,Cabang,Alamat,lat,lon
Jakarta Utara,DKI Jakarta,KCP Puri Deltamas,"Komplek Ruko Puri Deltamas Blok J No. 5, Jl. Bandengan Selatan No. 43. Jakarta, 14450",-6.1370187,106.7966209
Jakarta Utara,DKI Jakarta,KCP Sunter,"Jln. Agung Utara Raya Blok A 360 D No.50-51, Sunter Agung. Jakarta, 14350",-6.138718,106.8601223
Jakarta Utara,DKI Jakarta,KCP Sunter Bisma,"Pertokoan Paradise Blok J-1 No. 6 & 7, Jl. Sunter Paradise 23. Jakarta, 14350",-6.1332576,106.862865
Jakarta Utara,DKI Jakarta,KCP Sunter Danau,"Jln. Danau Agung 2 Blok E2 No. 1A, Sunter Podomoro. Jakarta, 14350",-6.1457985,106.8580477
Jakarta Utara,DKI Jakarta,KCU SUNTER MALL,"Jln. Danau Sunter Utara Blok G 7 III No.1-2, Sunter Podomoro. Jakarta, 14350",-6.1377669,106.8696327
Jakarta Utara,DKI Jakarta,KCP Taman Permata Indah II,"Ruko Taman Permata Indah II Blok M No.27 Jl.Kampung Gusti Pejagalan. Jakarta, 14450",-6.1401116,106.7754562
Jakarta Utara,DKI Jakarta,KCP Taman Sunter Indah,"Taman Sunter Indah Blok KI-1/31. Jakarta, 14350",-6.1506621,106.8767509
Jakarta Utara,DKI Jakarta,KCU TANJUNG PRIOK,"Jln. Enggano 22-23. Jakarta, 14310",-6.1103295,106.8837081
Jakarta Utara,DKI Jakarta,KCP Teluk Mas,"Jln. Teluk Gong No. 9 & 9A. Jakarta, 14450",-6.137812,106.7827957
Jakarta Utara,DKI Jakarta,KCP WTC Mangga Dua,"Komp. Ruko WTC Mangga Dua, Upper Ground Blok D No. 16, Jln. Mangga Dua Raya No. 8. Jakarta, 14430",-6.133329,106.8283704
Jakarta Utara,DKI Jakarta,KCP Yos Sudarso,"Komplek Yos Sudarso Megah, Jln. Yos Sudarso No. 1 Blok B No. 5. Jakarta, 14320",-6.114516,106.888439
Cilegon,Banten,KCP Cilegon,"Jln. Raya Merak 42, Cilegon, 42411",-6.013744,106.0441979
Cilegon,Banten,KCP Cilegon II,"Ruko Cilegon City Square Jl. Raya Cilegon PCI Blok A No. 1-3 & Blok C No. 1, Cilegon, 42411",-6.033956,106.0795423
Ciputat,Banten,KCP Ciputat,"Jln. Ir H. Juanda 5, Ciputat, Tangerang Selatan 15411",-6.3113799,106.7465202
Ciputat,Banten,KCP Cirendeu,"Jl. Cirendeu Raya No. 14 Cirendeu, Ciputat, Tangerang Selatan 15411",-6.312597,106.767748
Ciputat,Banten,KCP Golden Point Center,"Plaza Ciputat Mas Blok AD 5, Jln.Ir Juanda 5A, Ciputat, Tangerang Selatan 15412",-6.3113799,106.7465202
Pandeglang,Banten,KCP Labuan,"Jln. Raya Labuan No.01, Pandeglang 42264",-6.3764101,105.8254261
Lebak,Banten,KCP Rangkasbitung,"Ruko Pasar Rangkasbitung Blok B2 No. 01-02, Jln. Sunan Kalijaga, Rangkasbitung 42314",-6.3500535,106.2466869
Serang,Banten,KCU SERANG,"Jln. Diponegoro No. 14, Serang, 42112",-6.1143966,106.1513379
Serang,Banten,KCP Anyer,"Jln. Raya Pasar Anyer 37, Serang, 42166",-6.0550821,105.9165029
Serang,Banten,KCP Ciceri,"Jln. Jend. Sudirman No. 38, Serang, 42118",-6.1207496,106.1758597
Serang,Banten,KCP Cikande,"Komp.Ruko Blok C-6, D-6 dan D-7, Kawasan Industri Modern Cikande Jl.Raya Jakarta Serang Km.68, Serang, 42186",-6.1846251,106.3384125
Serang,Banten,KCP Pasar Lama Serang,"Pertokoan Serang Plaza Blok II No. 5-7, Jl. Maulana Hasanudin, Serang, 42112",-6.1141363,106.164072
Tangerang,Banten,KCU Alam Sutra,"Jl. Alam Sutera Boulevard No.10A Alam Sutera, Serpong Tangerang, BT 15325",-6.2427327,106.6507036
Tangerang,Banten,KCU SERPONG,"Wisma BCA BSD City Kav. CBD Lot I.3 Jl. Pahlawan Seribu Tangerang, BT 15321",-6.2952588,106.6636299
Tangerang,Banten,KCU TANGERANG,"Jl. Kisamaun No. 57 Tangerang, BT 15118",-6.1785112,106.6282898
Tangerang,Banten,KCP Aneka Subur Jatake,"Aneka Subur Toserba, Jln. Raya Gatot Subroto Km. 7, Jatake. Tangerang, 15136",-6.1940933,106.5843442
Tangerang,Banten,KCP Balaraja,"Jln. Raya Serang Km.24/5, Balaraja. Tangerang, 15610",-6.1940035,106.4583871
Tangerang,Banten,KCP Bandara S/H Term D,"Bandara Soekarno Hatta term D. Tangerang, 19110",0,0
Tangerang,Banten,KCP Bintaro Sektor 3,"Ruko Graha Marcella No. 3 & 3 A Jln. Bintaro Utama Sektor 3 A. Tangerang, 15225",-6.2732844,106.7414481
Tangerang,Banten,KCP Bintaro Sentra Menteng,"Ruko Sentra Menteng Blok MN No. 03, Bintaro Sektor VII. Tangerang, 15224",-6.275119,106.7223404
Tangerang,Banten,KCP BSD Sektor I,"Ruko Pst.Rekreasi Sektor I.3 Blok B No.1,Jln.Griya Loka Raya (BSD). Tangerang, 15318",-6.3019819,106.6824535
Tangerang,Banten,KCP Bumi Permata Indah,"Jln. Raden Saleh No. 39B, Kel. Karang Mulya, Kec. Karang Tengah. Tangerang, 15157",-6.1995366,106.7188104
Tangerang,Banten,KCP Cikokol,"Komp. Mahkota Mas Blok C 5-6, Jln. MH.Thamrin. Tangerang, 15117",-6.20903,106.6264463
Tangerang,Banten,KCP Cipondoh,"Jl. Hasyim Ashari Km.1,5 Blok C-D, Cipondoh, Tangerang 15141",-6.1874547,106.6584774
Tangerang,Banten,KCP Citra Raya,"Perumahan Citra Raya Blok KD.02 No. 10-15 Mardigrass, Kel.Panongan. Tangerang, 15720",-6.2442016,106.5218389
Tangerang,Banten,KCP CKA Cikupa,"Jln. Raya Serang Km.11, Bitung Jaya, Cikupa. Tangerang, 15710",-6.209781,106.5059553
Tangerang,Banten,KCP Duta Gardenia,"Ruko Duta Gardenia Blok B2-B3, Jln. Duta Gardenia. Tangerang, 15124",-6.1455612,106.6756562
Tangerang,Banten,KCP Financial Center,"Ruko Financial Center, Jln. Bulevar Gading Serpong Blok BA 2 No. 1 Serpong. Tangerang, 15810",-6.2303435,106.6316871
Tangerang,Banten,KCP Gading Serpong,"Summarecon Mal Serpong Unit DGF – 17 B, Lantai Dasar – Down Town Walk. Tangerang, 15810",-6.2408899,106.6261807
Tangerang,Banten,KCP Graha Raya Bintaro,"Komplek Ruko Pasar Segar Blok RA-1 No. 12 & 15, Graha Raya Bintaro. Tangerang, 15326",-6.2213954,106.6916534
Tangerang,Banten,KCP Islamic Karawaci,"Ruko Dahung Kidul, Jln. Raya Kelapa Dua No. 8 C. Tangerang, 15810",0,0
Tangerang,Banten,KCP ITC BSD,"Ruko ITC BSD Blok R No. 41 & 42, Jl. Pahlawan Seribu. Tangerang, 15322",-6.2858635,106.6624769
Tangerang,Banten,KCP Karawaci,"Jln. Imam Bonjol 42 A Tangerang, 15115",-6.1883473,106.6232267
Tangerang,Banten,KCP Metro Permata,"Komp.Metro Permata, Jln. Raden Saleh Blok A2/1 Tangerang, 15157",-6.2031663,106.7124171
Tangerang,Banten,KCP MH Thamrin Tangerang,"Jln. MH. Thamrin 9, Cikokol Tangerang, 15117",-6.2045495,106.6259944
Tangerang,Banten,KCP Moch Toha,"Jl.Moch.Toha A 2 RT.001/RW.001 , Pabuaran Tumpeng, Karawaci. Tangerang, 15112",-6.1704282,106.6142616
Tangerang,Banten,KCP Modernland,"Komp. Pertokoan Modernland Blok DR No.2-3, Jln. Baypass – Cipondoh. Tangerang, 15117",-6.1874547,106.6584774
Tangerang,Banten,KCP Pamulang,"Jl. Pamulang Permai Blok SH 15 No.17 Pamulang. Tangerang, 15417",-6.3430255,106.7291988
Tangerang,Banten,KCP Perum Cibodas,"Perum Ciobodas, Ruko Dutamas Plaza Blok A/23. Tangerang, 15138",-6.1877739,106.5962187
Tangerang,Banten,KCP Plaza Merdeka Mas,"Ruko Plaza Merdeka Mas Blok A1-A2, Jln. Raya Merdeka. Tangerang, 15113",-6.186283,106.6143403
Tangerang,Banten,KCP Pondok Cabe Mutiara,"Ruko Pondok Cabe Mutiara Blok C No. 11 & 12A, Jln. Cabe Raya. Tangerang, 15418",-6.3469737,106.7480134
Tangerang,Banten,KCP Pondok Lestari,"Ruko Pdk Lestari Blok C/7-8, Jln. Ciledug Raya. Tangerang, 15157",-6.2248124,106.7091664
Tangerang,Banten,KCP Poris Indah,"Kawasan Pusat Niaga Terpadu Blok A No. 8 F, Jl. Daan Mogot Km. 19,6. Tangerang, 15122",-6.1635451,106.6770542
Tangerang,Banten,KCP Supermal Karawaci,"105 Bulevar Diponegoro FF #A3A# Lippo Karawaci 1200. Tangerang, 15810",-6.226792,106.6069105
Tangerang,Banten,KCP Taman Tekno,"Kavling Tofi Blok A No. 3 Sektor XI BSD City, Serpong. Tangerang, 15317",-6.328652,106.6807642
Tangerang,Banten,KCP Tangerang City,"Tang City Mall, LG Blok C No.008S-009S, Jl.Jend.Sudirman No.1. Tangerang, 15118",-6.1939327,106.6319115
Tangerang,Banten,KCP Villa Bandara,"Komplek Pergudangan Mutiara Kosambi 2 Blok B8 – B9, Jln. Perancis Raya. Tangerang, 15125",-6.097993,106.6847137
Tangerang,Banten,KCP Villa Melati Mas,"Komp. Pertokoan Villa Melati Mas Blok SR 1 No.18-19, Jln. Raya Serpong. Tangerang, 15310",-6.2719121,106.6542469
Tangerang,Banten,KK Bina Nusantara Alam Sutera,"Jl.Jalur Sutra Barat Kavling 21, Alam Sutera. Kab. Tangerang, 15325",-6.2225291,106.6469519
Tangerang,Banten,KK Ciledug Kreo,"Jl. Raya Ciledug Kreo Kav.5 No.1. Tangerang, 15156",-6.2353983,106.7380638
Tangerang,Banten,KK Cipadu,"Jl. Ceger Raya No. 8 A Pondok Aren, Tangerang Selatan. Tangerang, 15222",-6.26272,106.7342089
Tangerang,Banten,KK Mutiara Karawaci,"Komplek Psr Modern Mutiara Karawaci Ruko Blok D No.23 Jl.Mutiara Raya,Karawaci,Tangerang, 15810",-6.2200055,106.593552
Tangerang,Banten,KK Parung,"Jl. Raya Parung, Ruko Blok A-B Kp. Jati Parung. Tangerang, 15159",-6.4231533,106.7306824
Tangerang,Banten,KK Pasar Jati,"Jl.Prabu Kiansantang No.1 B Sangiang Jaya. Tangerang, 15132",-6.1849527,106.5899177
Tangerang,Banten,KK Tangerang City,"Tang City Mall,LG Blok C No.009-S, Jend.Sudirman,Tangerang, 15118",0,0
Tangerang,Banten,KK Terminal Kargo Bandara,"Gedung JPTI No.P.14 A, Area Kargo Bandara Soekarno Hatta Cengkareng,Tangerang, 19110",0,0
Tangerang,Banten,KK Pondok Benda,"Jl. Pondok Benda Raya No. 97 RT.002 RW.01 Pamulang II . Tangerang Selatan, 15416",-6.344029,106.7104053
Tangerang,Banten,KK Sarua,"Jl.Raya Bukit Indah No.5 Ruko Aria Pesona Sarua Indah. Tangerang Selatan, 15414",-6.3114202,106.7202716
Bantul,DI Yogyakarta,KK Kantor Kas Bantul,"Jl.Sudirman No.74, Warung, Bantul 55711",-7.8763646,110.3313981
Gunung Kidul,DI Yogyakarta,KCP Wonosari,"Jln. Brigjen Katamso 30, Wonosari 55812",0,0
Sleman,DI Yogyakarta,KCP Godean,"Jl. Godean Km 4,5 Nogotirto, Sleman 55292",0,0
Sleman,DI Yogyakarta,KCP Pingit,"Jl. Magelang Km 4 No. 204 Ronggoyudan, Sinduadi, Sleman 55284",0,0
Yogyakarta,DI Yogyakarta,KCU YOGYAKARTA,Jln. Jend. Sudirman 49-51.  Yogyakarta YO 55223,-7.7826979,110.3736392
Yogyakarta,DI Yogyakarta,KCP Ahmad Dahlan,Jln. KH.A.Dahlan No. 27.  Yogyakarta YO55122,-7.8015512,110.360576
Yogyakarta,DI Yogyakarta,KCP Katamso,Jln. Brigjen Katamso 141.  Yogyakarta YO 55121,0,0
Yogyakarta,DI Yogyakarta,KCP Kusumanegara,Jln. Kusumanegara No. 18.  Yogyakarta YO 55167,-7.8021782,110.3830346
Yogyakarta,DI Yogyakarta,KCP Mangkubumi,Jln. P. Mangkubumi 5-7.  Yogyakarta YO 55271,-7.7883288,110.3639933
Yogyakarta,DI Yogyakarta,KK Pasar Beringhardjo,"Jl.Lor Pasar No.59,  Yogyakarta YO 55122",0,0
Yogyakarta,DI Yogyakarta,KCP Gejayan,"Jl. Gejayan No. 38,  Sleman YO 55222",-7.7601235,110.3924629
Yogyakarta,DI Yogyakarta,KCP Kaliurang,"Jln. Kaliurang Km. 6,4 No. 60  Sleman YO 55281",-7.7518089,110.3824412
Yogyakarta,DI Yogyakarta,KCP Wates,"Jln. Brigjen Katamso No. 38  Wates YO, 55611",0,0
Bandung Barat,Jawa Barat,KCP Lembang,"Jl. Pasar Baru 8  Lembang  Bandung Barat, JB 40391",-6.8151731,107.6205996
Bandung Barat,Jawa Barat,KCP Padalarang,"Jl. Raya Padalarang Kav.10  Bandung Barat, JB 40553",0,0
Bandung Kota,Jawa Barat,KCU BANDUNG,"Jln. Asia Afrika 122-124  Bandung, JB 40261",-6.9222797,107.6103265
Bandung Kota,Jawa Barat,KCU A. YANI,"Jln. A. Yani 656-658  Bandung, JB 40282",0,0
Bandung Kota,Jawa Barat,KCU DAGO,"Jln. Ir. H. Juanda 66  Bandung, JB 40138",-6.8947063,107.611236
Bandung Kota,Jawa Barat,KCU SOEKARNO HATTA,"Jln. Soekarno Hatta 240  Bandung, JB 40227",-6.9475214,107.5916665
Bandung Kota,Jawa Barat,KCP ABC,"Jl.ABC No.23-25  Bandung, JB 40111",-6.9184066,107.602958
Bandung Kota,Jawa Barat,KCP Abdul Rachman Saleh,"Jln. Abdul Rachman Saleh 77  Bandung, JB 40174",-6.907817,107.5793723
Bandung Kota,Jawa Barat,KCP Abdul Rivai,"Jl. Abdul Rivai No. 11  Bandung, JB 40131",0,0
Bandung Kota,Jawa Barat,KCP Ahmad Yani II,"Jln. Ahmad Yani No. 280  Bandung, JB 40271",0,0
Bandung Kota,Jawa Barat,KCP Astana Anyar,"Jl. Astana Anyar No. 128  Bandung, JB 40241",-6.9251003,107.5969388
Bandung Kota,Jawa Barat,KCP Banda,"Jln. Banda 39  Bandung, JB 40115",-6.9036034,107.6145677
Bandung Kota,Jawa Barat,KCP Bandung Elctronic Center,"Bandung Elctronic Center Lantai Utama Blok K 1,2,3,5,6,7  Jln. Purnawarman No. 13-15  Bandung, JB 40117",0,0
Bandung Kota,Jawa Barat,KCP Bandung Trade Centre,"Bandung Trade Centre  Lower Ground Floor No. F.1  Jln. Dr. Djundjunan No. 143-149  Bandung, JB 40174",-6.8930192,107.5830425
Bandung Kota,Jawa Barat,KCP Batununggal,"Jln. Batununggal Indah Raya No. 149  Bandung, JB 40266",-6.9537377,107.6254925
Bandung Kota,Jawa Barat,KCP Burangrang,"Jln. Burangrang 44  Bandung, JB 40262",-6.9276793,107.616962
Bandung Kota,Jawa Barat,KCP Dewi Sartika,"Jln. Dewi Sartika No. 58  Bandung, JB 40251",-6.9265892,107.6036557
Bandung Kota,Jawa Barat,KCP Jamika,"Jln. Jamika No. 29  Bandung, JB 40231",0,0
Bandung Kota,Jawa Barat,KCP Kiaracondong,"Jln. Kiaracondong 190  Bandung, JB 40274",0,0
Bandung Kota,Jawa Barat,KCP Maranatha,"Jln. Prof. Drg.S. Soemantri 33  Bandung, JB 40151",0,0
Bandung Kota,Jawa Barat,KCP Metro Trade Centre,"Pertokoan Metro Trade Center  Blok D01 & D02  Jl.Soekarno Hatta No.590  Bandung, JB 40286",0,0
Bandung Kota,Jawa Barat,KCP Mohamad Toha,"Jln. Mohamad Toha No. 197  Bandung, JB 40253",-6.9449189,107.6063092
Bandung Kota,Jawa Barat,KCP Pahlawan,"Jln. Pahlawan No. 17  Bandung, JB 40122",0,0
Bandung Kota,Jawa Barat,KCP Pasir Kaliki,"Jln. Pasir Kaliki No.66  Bandung, JB 40261",-6.910711,107.5959403
Bandung Kota,Jawa Barat,KCP Pasirkaliki Atas,"Jln. Pasirkaliki No. 165  Bandung, JB 40173",0,0
Bandung Kota,Jawa Barat,KCP Rajawali,"Komp. Rajawali Plaza  Jln. Rajawali Timur 27B  Bandung, JB 40182",-6.9160148,107.5862869
Bandung Kota,Jawa Barat,KCP Riau,"Jln. Laks.R.E Martadinata 92  Bandung, JB 40114",0,0
Bandung Kota,Jawa Barat,KCP Setiabudi,"Jln. Setiabudi 146  Bandung, JB 40114",-6.8742927,107.594048
Bandung Kota,Jawa Barat,KCP Sudirman,"Jln. Sudirman 239-241  Bandung, JB 40231",0,0
Bandung Kota,Jawa Barat,KCP Sumbersari,"Jln. Sumbersari T 12 No.23  Bandung, JB 40222",-6.9329264,107.5733137
Bandung Kota,Jawa Barat,KCP Sunda Mall,"Jln. Sunda 50-54  Bandung, JB 40112",-6.9187861,107.6162068
Bandung Kota,Jawa Barat,KCP Suniaraja,"Jln. Suniaraja Timur 49  Bandung, JB 40181",0,0
Bandung Kota,Jawa Barat,KCP Ujung Berung,"Jln. Ujung Berung 50  Bandung, JB 40612",-6.9142764,107.6965029
Bandung Kab,Jawa Barat,KCP Buah Batu,"Jl. Buah Batu 192  Kab. Bandung, JB 40226",-6.9401408,107.6230421
Bandung Kab,Jawa Barat,KCP Dayeuhkolot,"Jl.Raya Bojongsoang No.80  Kab. Bandung, JB 40258",-6.9792553,107.630035
Bandung Kab,Jawa Barat,KCP Kopo,"Jl. Kopo 26 A-B  Kab. Bandung, JB 40242",-6.9279235,107.5955234
Bandung Kab,Jawa Barat,KCP Kopo Bihbul,"Jl. Kopo Bihbul No. 49  Kab. Bandung, JB 40228",0,0
Bandung Kab,Jawa Barat,KCP Lingkar Selatan,"Komp. Ruko Kopo Plaza B.03-04  Jl. Peta 33  Kab. Bandung, JB 40233",0,0
Bandung Kab,Jawa Barat,KCP Majalaya,"Jl. Raya Laswi 212 A  Kab. Bandung, JB 40382",-7.0507635,107.7553026
Bandung Kab,Jawa Barat,KCP Taman Kopo Indah,"Komp. Perum Taman Kopo Indah II  Blok I B No. 31-32  Kab. Bandung, JB 40236",0,0
Bandung Kab,Jawa Barat,KK Rancaekek,"Jl.Raya Bandung – Garut KM 21.5  Mekargalih Jatinangor  Kab. Bandung, JB 40394",-6.9551922,107.7696351
Banjar,Jawa Barat,KCP Banjar,"Jln. Letjen Suwarto 1A-B-C, Banjar 46322",-7.3702931,108.5396914
Bekasi,Jawa Barat,KCU BEKASI,"Jl. Jend. Ahmad Yani No. 9 RT.01 RW,05. Bekasi, 17141",-6.2378743,106.9915771
Bekasi,Jawa Barat,KCP Bulevar Hijau,"Komp. Sentra Niaga Bulevar Hijau Kav. 33-35, Medan Satria. Bekasi, 17131",0,0
Bekasi,Jawa Barat,KCP Cibitung,"Ramayana Cibitung – Lantai Dasar, Jln. Raya Cibitung. Bekasi, 17520",0,0
Bekasi,Jawa Barat,KCU Cikarang,"Madison Square Business Park Lippo Cikarang Jl.MH.Thamrin No.163 Cikarang Selatan. Bekasi, 17530",-6.3320173,107.1484887
Bekasi,Jawa Barat,KCP Cikarang,"Ruko Cikarang Plaza, Jln. Yos Sudarso Blok B No. 5-6. Bekasi, 17530",-6.2564759,107.1448241
Bekasi,Jawa Barat,KCP Grand Centre Bekasi,"Ruko Bekasi Grand Centre Blok A.5, Jln. Cut Mutia. Bekasi, 17113",0,0
Bekasi,Jawa Barat,KCP Grand Mall Bekasi,"Jln. Jend.Sudirman No. 99 Kranji. Bekasi, 17135",0,0
Bekasi,Jawa Barat,KCP ISM Cibitung,"Kamp.Jarakosta, Desa Sukadanau RT.005/02, Cibitung. Bekasi, 17520",-6.2933704,107.1107865
Bekasi,Jawa Barat,KCP Jatibening,"Jln. Caman Raya No. 17 J & K. Bekasi, 17412",-6.2640603,106.9427181
Bekasi,Jawa Barat,KCP Juanda,"Jl. Ir. H. Juanda No. 54. Bekasi, 17113",0,0
Bekasi,Jawa Barat,KK Cibubur,"Jl.Raya Transyogi (d/h Jl.Raya Alternatif Cibubur) No.88, Bekasi. Bekasi, 17435",0,0
Bekasi,Jawa Barat,KK Grand Wisata,"Grand Wisata Celebration Boulevard Blok AA 10 No.9 Bekasi. Bekasi, 17501",0,0
Bekasi,Jawa Barat,KK Sentra Grosir Cikarang,"Jl.RE.Martadinata Lt.LG No.19, Cikarang Kota Bekasi. Bekasi, 17113",-6.259612,107.1430734
Bekasi,Jawa Barat,KK Tambun,"Jl.Diponegoro Km.38,2. Bekasi, 17510",-6.2585077,107.0337442
Bekasi,Jawa Barat,KCP Kemang Pratama,"Komplek Ruko Kemang Pratama Blok AN No. 1A, Jln. Kemang Pratama Raya. Bekasi, 17116",-6.2768284,106.9870399
Bekasi,Jawa Barat,KCP Metro Jababeka,"Ruko Metro Bulevar Blok A26, 27 dan 28 Plaza JCBD Jababeka, Cikarang. Bekasi, 17530",0,0
Bekasi,Jawa Barat,KCP Pondok Timur,"Jl.Raya Pondok Timur Bekasi,Kompleks Perumahan Taman Nirwana No.8, Bekasi. Bekasi, –",-6.2760243,107.0143831
Bekasi,Jawa Barat,KCP Pondok Ungu Bekasi,"Jln. Raya Sultan Agung, Kompleks Ruko Mall Harapan No.16 Blok A No.12. Bekasi, 17132",0,0
Bekasi,Jawa Barat,KCP Ruko Jababeka,"Ruko Permata Junction Blok A2-3 Jl.Raya Jababeka, Cikarang. Bekasi, 17530",-6.2950835,107.1443545
Bekasi,Jawa Barat,KCP Ruko Kalimas,"Ruko Kalimas Blok B No. 6, Jln. Chairil Anwar. Bekasi, 17113",-6.2604339,107.0156389
Bekasi,Jawa Barat,KCP Taman Galaxi,"Jln. Raya Taman Galaxi Blok A/31. Bekasi, 17147",-6.2575499,106.9661394
Bekasi,Jawa Barat,KCP Tambun,"Naga Swalayan Tambun, Jln. Diponegoro Km. 39 Tambun. Bekasi, 17510",-6.2583338,107.0481198
Bekasi,Jawa Barat,KCP Union Square,"Picadilly Square, Jl. Sriwijaya Blok B Kav. 1, Lippo Cikarang. Bekasi, 17550",0,0
Bekasi,Jawa Barat,KK Jatiasih,"Jl. Wibawa Mukti 2 No. 73-D Jati Asih, Pondok Gede, Bekasi 17422",0,0
Bekasi,Jawa Barat,KK Jatiwaringin,"Kompleks Ruko Graha Indah Blok F-1, Giant Jatiwaringin, Pondok Gede, Bekasi 17411",-6.2808433,106.9105737
Bekasi,Jawa Barat,KCP Pondok Gede Plaza,"Ruko Pondok Gede Plaza Blok H no. 3 & 5, Jln. Raya Pondok Gede, Bekasi 17411",-6.2844846,106.9080904
Bekasi,Jawa Barat,KCP Time Square Cibubur,"Ruko Time Square C1-2 & C1-3 Jln. Transyogi Km. 3 Cibubur, Pondok Gede, Bekasi 17435",0,0
Bogor,Jawa Barat,KCU BOGOR,"Jln. Ir Juanda 28. Bogor, 16122",-6.5998471,106.792057
Bogor,Jawa Barat,KCP Cileungsi,"Cileungsi Trade Center Blok C 10-11, Jln. Raya Narogong Km. 22,5, Cileungsi. Bogor, 16820",0,0
Bogor,Jawa Barat,KCP Ciluar,"Jln. Raya Ciluar No. 2 & 3. Bogor, 16156",-6.5499354,106.8196677
Bogor,Jawa Barat,KCP Jembatan Merah,"Jl.Merdeka No.50. Bogor, 16133",-6.5934128,106.7859023
Bogor,Jawa Barat,KCP Mayor Oking,"Jln. M. Oking Jayaatmaja 142, Citeureup. Bogor, 16810",-6.4870488,106.8757084
Bogor,Jawa Barat,KCP Pajajaran,"Pertokoan Warung Jambu Blok A/1, Jln. Raya Pajajaran. Bogor, 16153",0,0
Bogor,Jawa Barat,KCP Puri Begawan,"Gedung Pertemuan Puri Begawan, Jl. Raya Pajajaran No. 5-7. Bogor, 16143",-6.6052582,106.8062654
Bogor,Jawa Barat,KCP Raya Baru Bogor,"Ruko Dua Empat, Jln. Soleh Iskandar No. 2C, Kedung Jaya. Bogor, 16164",-6.5608739,106.7872793
Bogor,Jawa Barat,KCP Siliwangi,"Jl.Siliwangi 101. Bogor, 16142",-6.6192173,106.8116726
Bogor,Jawa Barat,KCP Surya Kencana,"Jln. Suryakencana 260 C & D. Bogor, 16141",-6.6098725,106.80183
Bogor,Jawa Barat,KCP Tajur,"Jln. Tajur No. 65. Bogor, 16640",0,0
Bogor,Jawa Barat,KCP Taman Topi Square,"Jl.Kap.Muslihat No.15 A. Bogor, 16121",-6.5959859,106.7898493
Ciamis,Jawa Barat,KCP Ciamis,"Jln. A. Yani 33, Ciamis 46211",-7.3259119,108.3533007
Cianjur,Jawa Barat,KCU CIANJUR,"Jln. Hos Cokroaminoto 56-58, Cianjur 43215",-6.8117262,107.139892
Cianjur,Jawa Barat,KCP Cipanas,"Komp. Hotel Pendawa A 3-4, Jln. Raya Sidanglaya, Cianjur 43253",-6.7421264,107.0436449
Cianjur,Jawa Barat,KCP Ciranjang,"Komp.Ciranjang Indah No.2, Jln. Raya Ciranjang, Cianjur 43282",-6.8136622,107.2463196
Cianjur,Jawa Barat,KCP Dewi Sartika,"Jln. Dewi Sartika 15, Cianjur 43213",-6.8240332,107.1390668
Cianjur,Jawa Barat,KCP Mangunsarkoro,"Jln. Mangunsarkoro 24, Cianjur 43211",-6.8200717,107.1399168
Cibinong,Jawa Barat,KCP Cimanggis,"Jln. Raya Bogor Km. 29, Cimanggis, Cibinong, 16951",0,0
Cibinong,Jawa Barat,KCP Graha Cibinong,"Ruko Graha Cibinong Blok D 6 dan D 7, Jln. Raya Cibinong No. 43, Cibinong, 16910",-6.4720847,106.8474618
Cibinong,Jawa Barat,KCP Kota Wisata,"Ruko Trafalgar Blok SE I No. 1-2, Perumahan Kota Wisata Cibubur, Kec. Gunung Putri, Cibinong, 16968",-6.367637,106.9539923
Cibinong,Jawa Barat,KCP Pasar Cibinong,"Jln. Mayor Oking 27, Cibinong Indah Blok A/7-8, Cibinong, 16917",0,0
Cimahi,Jawa Barat,KCP Cimahi,"Jl. Cimahi 533  Cimahi, JB 40523",0,0
Cirebon,Jawa Barat,KCU CIREBON,"Jln. Yos Sudarso 27, Cirebon 45111",-6.7218609,108.5710343
Cirebon,Jawa Barat,KCP Cipto Mangunkusumo,"Jln. Dr Cipto Mangunkusumo 4E, Cirebon 45131",-6.7126288,108.548485
Cirebon,Jawa Barat,KK Kator Kas Karanggetas,"Jl.Karanggetas Grand Centre No.D 18, Cirebon 45118",0,0
Cirebon,Jawa Barat,KCP Pekalipan,"Jln. Pekalipan no. 111, Cirebon 45117",-6.7238198,108.5608802
Cirebon,Jawa Barat,KCP Plered,"Jl. Otto Iskandardinata No. 19D Kec.Weru, Cirebon 45154",0,0
Cirebon,Jawa Barat,KCP Sindang Laut Cirebon,"Jln. Cipeujeuh Wetan 26, Cirebon 45183",-6.8309242,108.6208425
Depok,Jawa Barat,KCU MARGONDA,"Jln. Margonda Raya No. 182. Depok, 16423",-6.3866336,106.8261285
Depok,Jawa Barat,KCP Bukit Cinere Indah,"Jln. Cinere Raya No. 20 C-1 & C-2 Cinere. Depok, 16514",0,0
Depok,Jawa Barat,KCP Depok Asri,"Ruko Depok No. 4 & 5, Jln. Tole Iskandar No. 40. Depok, 16411",0,0
Depok,Jawa Barat,KK Cisalak,"Jl. Raya Bogor KM. 31. Depok, 16416",0,0
Depok,Jawa Barat,KK Citayam,"Jl. Raya Citayam No. 5 A. Depok, 16431",-6.4506682,106.7988098
Depok,Jawa Barat,KK ITC Depok,"Komplek Ruko ITC Depok No.3, Jl.Raya Margonda. Depok, 16431",-6.3938179,106.8210582
Depok,Jawa Barat,KK Proklamasi,"Jl.Proklamasi Blok D No.14-15. Depok, 16417",0,0
Depok,Jawa Barat,KCP Cinere,"Jln. Cinere Raya Blok A/18-19, Sawangan, Depok 16514",0,0
