City,Provinsi,Cabang,Alamat,lat,lon
Sidoarjo,Jawa Timur,KK Deltasari,"Komplek Ruko Deltasari AN6, Sidoarjo 61256",-7.3645002,112.7315075
Sidoarjo,Jawa Timur,KK Pasar Larangan,"Jl. Sunandar Priyo Sudarmo B-14, Sidoarjo 65122",-7.463416,112.7113049
Sidoarjo,Jawa Timur,KK Pondok Chandra,"Ruko Palem Square Pondok Chandra Indah TF 20, Sidoarjo",-7.343012,112.7686133
Sidoarjo,Jawa Timur,KK Pondok Mutiara,"Komplek Ruko Pondok Mutiara N-06, Sidoarjo 61226",-7.4487752,112.7002034
Sidoarjo,Jawa Timur,KCP Krian,"Jln. Kauman 25, Krian, Sidoarjo 61262",-7.411181,112.5737743
Sidoarjo,Jawa Timur,KCP Makro Pepelegi,"Komp. Makro Pdk Maspion R 9-10, Jln.Pepelegi Permai, Waru, Sidoarjo 61255",-7.3688329,112.7237608
Sidoarjo,Jawa Timur,KCP Porong,"Jl. Raya Bhayangkari, Juwet Kenongo, Porong, Sidoarjo 61274",-7.5402163,112.6906051
Sidoarjo,Jawa Timur,KCP Sepanjang,"Jln. Raya Wonocolo 59, Taman Sepanjang, Sidoarjo 61257",-7.3446553,112.6926332
Situbondo,Jawa Timur,KCU SITUBONDO,"Jln. Diponegoro 68, Situbondo 68311",-7.7088933,114.0063269
Situbondo,Jawa Timur,KCP Besuki,"Jln. Raya No. 5 Kauman, Besuki, Situbondo 68357",-7.7354372,113.6863985
Situbondo,Jawa Timur,KK Kantor Kas Asembagus,"Jl.Raya Banyuwangi, Situbondo 68311",0,0
Sumenep,Jawa Timur,KCP Sumenep,"Jln. Trunojoyo 146, Sumenep 69417",-7.014495,113.8559719
Surabaya,Jawa Timur,KCU Darmo,Jln. Raya Darmo 5  Surabaya JI 60265,-7.2784245,112.7395011
Surabaya,Jawa Timur,KCU Diponegoro,Jln. Dr Sutomo 118  Surabaya JI 60241,-7.2843129,112.7307326
Surabaya,Jawa Timur,KCU Galaxy,Jln. Kertajaya Indah Timur No. 37-39  Surabaya JI 60117,0,0
Surabaya,Jawa Timur,KCU HR Muhammad,Jln. HR Muhamad 17  Surabaya JI 60189,-7.2865729,112.6983229
Surabaya,Jawa Timur,KCU Indrapura,Jln. Indrapura 35  Surabaya JI 60176,-7.2377778,112.7286446
Surabaya,Jawa Timur,KCU Rungkut,Jln. Kendangsari Industri 2  Surabaya JI 60292,-7.3292437,112.7478503
Surabaya,Jawa Timur,KCU Veteran,Jln. Veteran 18-24  Surabaya JI 60175,-7.2411611,112.7358237
Surabaya,Jawa Timur,KCP A. Yani,Jln. Jend. Achmad Yani 208  Surabaya JI 60235,0,0
Surabaya,Jawa Timur,KCP Ambengan,Pert. Ambengan Plaza  Jln. Ngemplak 30 Blok A.15  Surabaya JI 60272,-7.2565408,112.7420849
Surabaya,Jawa Timur,KCP Babatan Pantai,Jln. Babatan Pantai 2 T  Surabaya JI 60112,-7.2506188,112.7844515
Surabaya,Jawa Timur,KCP Baliwerti,Jln. Baliwerti 119-121 Kav. 37-38  Surabaya JI 60174,-7.253046,112.7340993
Surabaya,Jawa Timur,KCP BG Junction,"Jl. Bubutan 1-7  BG Junction Mal GL A33, A61, A37, A38  Surabaya JI 60174",-7.2547722,112.7308996
Surabaya,Jawa Timur,KCP Bhayangkara,Komp. Univ. Bhayangkara Polda  Jln.A.Yani 114  Surabaya JI 60236,0,0
Surabaya,Jawa Timur,KCP Citraland,Jl. Ruko Gateway Junction Blok TL06 No. 1&2  Citraland  Surabaya JI 60216,-7.294555,112.6524703
Surabaya,Jawa Timur,KCP Darmo Indah Timur,Jln. Raya Satelit Indah No. AN-2  Surabaya JI 60187,-7.2679821,112.6910637
Surabaya,Jawa Timur,KCP Delta Plaza,Plaza Surabaya lt.1 No.6-7  Jln. Pemuda 33-37  Surabaya JI 60281,-7.2648,112.7464443
Surabaya,Jawa Timur,KCP Dharmahusada,Jln. Dharmahusada No. 203  Surabaya JI 60132,-7.2680433,112.7703562
Surabaya,Jawa Timur,KCP Dupak,Pertokoan Dupak Megah Jaya  Jln. Dupak 3-9 Blok B No. 1  Surabaya JI 60172,-7.2458599,112.7291198
Surabaya,Jawa Timur,KCP Gemblongan,Jl.Gemblongan No.65 G dan H  Surabaya JI 60175,-7.2530613,112.7344153
Surabaya,Jawa Timur,KCP Genteng Kali,Jln. Genteng Kali 89  Surabaya JI 60278,-7.2574487,112.7390802
Surabaya,Jawa Timur,KCP Golden City Mall,"Golden City Mall, Ground Floor G-23-27 Jl.H.Abdul Wahab Siamin 2-8  Surabaya JI 60256",-7.2911966,112.7040155
Surabaya,Jawa Timur,KCP Gunungsari,Jln. Gunungsari 5-7 blok G  Surabaya JI 60241,-7.3063733,112.7211045
Surabaya,Jawa Timur,KCP Jagalan,Jln. Jagalan No. 117 B  Surabaya JI 60161,-7.2480039,112.7403853
Surabaya,Jawa Timur,KCP Jembatan Merah Plaza,"Ruko Jembatan Merah Plaza  Blok A No. 36-37, 38-39  Surabaya JI 60175",-7.2340195,112.7352962
Surabaya,Jawa Timur,KCP Kapas Krampung,Jln. Kapas Krampung 126-126A-B  Surabaya JI 60136,0,0
Surabaya,Jawa Timur,KCP Kapasan,Jln. Kapasan 155  Surabaya JI 60141,-7.239262,112.7450833
Surabaya,Jawa Timur,KCP Kapasari,Jln. Kapasari 81  Surabaya JI 60141,-7.245919,112.7486491
Surabaya,Jawa Timur,KCP Kedungdoro,Jln. Kedungdoro 118  Surabaya JI 60251,-7.267822,112.7268753
Surabaya,Jawa Timur,KCP Kembang Jepun,Jln. Kebang Jepun 55  Surabaya JI 60161,-7.2375989,112.7389996
Surabaya,Jawa Timur,KCP Kenjeran,Jln. Kenjeran No. 98 L  Surabaya JI 60141,-7.24261,112.7561353
Surabaya,Jawa Timur,KCP Kertajaya,Jln. Kertajaya 35  Surabaya JI 60281,0,0
Surabaya,Jawa Timur,KCP Kertajaya Indah,Jl.Manyar Kertoarjo No.95  Surabaya JI 60285,-7.2801584,112.7697605
Surabaya,Jawa Timur,KCP Kertopaten,Jln. Pegirian 114  Surabaya JI 60145,-7.2352559,112.7412699
Surabaya,Jawa Timur,KCP Klampis,Ruko Sinar Galaxi  Jln. Klampis Jaya 92-94  Surabaya JI 60117,-7.2842116,112.7744848
Surabaya,Jawa Timur,KCP Krembangan,Jln. Krembangan Barat 26 D  Surabaya JI 60175,-7.2403278,112.7317813
Surabaya,Jawa Timur,KCP Kupang Jaya,Jln. Kupang Jaya 17/I  Surabaya JI 60189,-7.2758341,112.7032675
Surabaya,Jawa Timur,KCP Kusumabangsa,Jln. Kusumabangsa No. 35  Surabaya JI 60272,-7.2540225,112.7475956
Surabaya,Jawa Timur,KCP M. Duryat,Jln. Kombes M. Duryat Blok A No. 5-6  Surabaya JI 60271,-7.2683,112.7364283
Surabaya,Jawa Timur,KCP Mangga Dua Surabaya,Jln. Jagir Wonokromo 100  Pertokoan Mangga Dua Blok B-6 No.1  Surabaya JI 60244,-7.3032213,112.7419959
Surabaya,Jawa Timur,KCP Manyar,"Pert.Manyar MI.Plz,Blok D14-15  Jl.Ngagel JayaSelatan  Surabaya JI 60245",0,0
Surabaya,Jawa Timur,KCP Margomulyo,Jln. Margomulyo No. 9 Blok AA 11-12  Surabaya JI 60186,0,0
Surabaya,Jawa Timur,KCP Margorejo,Jln. Raya Margorejo Indah 10-11  Surabaya JI 60237,0,0
Surabaya,Jawa Timur,KCP Mega Grosir,ITC Mega Grosir  Ground Floor Blok H2 No. 7-8-9  Jln. Gembong No. 20-30  Surabaya JI 60141,0,0
Surabaya,Jawa Timur,KCP Muliosari,Jln. Muliosari 364 A Blok Z.56  Surabaya JI 60113,0,0
Surabaya,Jawa Timur,KCP Ngagel Jaya Selatan,Jln. Ngagel Jaya Selatan No. 25  Surabaya JI 60283,0,0
Surabaya,Jawa Timur,KCP Nginden Semolo,Jl. Nginden Semolo /  Semolowaru 101/18-19  Surabaya JI 60119,-7.2997653,112.7694788
Surabaya,Jawa Timur,KCP Pabean,Jln. Kalimati Kulon 23 & 25  Surabaya JI 60162,-7.23615,112.7382388
Surabaya,Jawa Timur,KCP Pakuwon City,Pakuwon Town Square AA 02 No. 3  Kel. Kejawan Putih Tambak  Kec. Mulyorejo  Surabaya JI 60216,-7.2769818,112.8024774
Surabaya,Jawa Timur,KCP Pakuwon Tarde Center,Pakuwon Trade Center  Ruko Terrace unit 011  Jln. Puncak Indah Lontar No. 2  Surabaya JI 60216,0,0
Surabaya,Jawa Timur,KCP Pasar Atum,Pasar Atum Mall  Lantai 2 Stand No. BA-1 s/d BA-7  Jln. Stasiun Kota No. 7A  Surabaya JI 60141,-7.2417083,112.7417688
Surabaya,Jawa Timur,KCP Pasar Turi,Komp.Sinar Galaxy  Jln. Pasar Turi 42  Surabaya JI 60174,-7.245946,112.7331593
Surabaya,Jawa Timur,KCP Perak,Jln. Perak Barat 267  Surabaya JI 60165,-7.2146335,112.7308539
Surabaya,Jawa Timur,KCP Perak Timur,Jln. Perak Timur no. 518 E  Surabaya JI 60165,-7.2008074,112.7312097
Surabaya,Jawa Timur,KCP Plasa Marina,"Lt.1 Blok D.05-06, Plasa Marina  Jl.Margorejo Indah 97-99  Kel.Sidosermo  Surabaya JI",-7.3161807,112.7463608
Surabaya,Jawa Timur,KCP Pondok Chandra,Komp. Pertokoan Pondok Chandra  Jln. Palem TC 09  Surabaya JI 60400,-7.3429346,112.7675897
Surabaya,Jawa Timur,KCP Prapen,Jln. Raya Prapen 38  Surabaya JI 60299,-7.3116311,112.7547352
Surabaya,Jawa Timur,KCP Pucang Anom,Jln. Pucang Anom Timur 18  Surabaya JI 60282,-7.282268,112.7534093
Surabaya,Jawa Timur,KCP Rajawali,Jln. Rajawali 53 G  Surabaya JI 60175,-7.2351913,112.7310726
Surabaya,Jawa Timur,KCP Royal Square,Royal Suare Lt. 1 / Lt. Dasar RG 11  Jl. Raya Menganti  Surabaya JI 60213,-7.3110928,112.6770224
Surabaya,Jawa Timur,KCP Rungkut Mapan,Raya Rungkut Mapan / Yakaya  Jln. Raya Rungkut Mapan Utara  Blok BA 08-09  Surabaya JI 60293,-7.3316526,112.7720119
Surabaya,Jawa Timur,KCP Rungkut Megah,Jln. Raya Kali Rungkut 5   Blok E No.11-12  Surabaya JI 60293,-7.316318,112.7679356
Surabaya,Jawa Timur,KCP Semarang,Jln. Semarang blok B no.14  Surabaya JI 60173,-7.249299,112.7295883
Surabaya,Jawa Timur,KCP Semut,Jln. Bongkaran 17-19  Surabaya JI 60161,0,0
Surabaya,Jawa Timur,KCP Simpang Darmo Permai,Jln. Raya Darmo Permai Selatan 1E  Surabaya JI 60265,0,0
Surabaya,Jawa Timur,KCP Slompretan,Jln. Slompretan 43  Surabaya JI 60161,-7.239561,112.7384873
Surabaya,Jawa Timur,KCP Sungkono,Komp. Darmo Park I No.4-6  Jln. Mayjen Sungkono  Surabaya JI 60226,-7.291079,112.7149533
Surabaya,Jawa Timur,KCP Taman Pondok Indah,Ruko Taman Pondok Indah blok A-16  Surabaya JI 61174,-7.3139839,112.6967563
Surabaya,Jawa Timur,KCP Tandes,Jln. Manukan Wetan 52 A/B  Surabaya JI 60185,-7.2570589,112.6682606
Surabaya,Jawa Timur,KCP Tembaan,Jln. Tembaan 17B  Surabaya JI 60174,-7.2474009,112.7359536
Surabaya,Jawa Timur,KCP Tidar,Jln. Tidar 109  Surabaya JI 60252,-7.2569623,112.7206361
Surabaya,Jawa Timur,KCP Tunjungan,Jl. Tunjungan No. 36  Surabaya JI 60725,0,0
Surabaya,Jawa Timur,KCP Tunjungan Plaza,Komp. Pertokoan Tunjungan Plaza I LG-07B  Jln.Basuki Rachmat 8-12A  Surabaya JI 60261,0,0
Surabaya,Jawa Timur,KCP Undaan,Jln. Undaan Wetan 46 F  Surabaya JI 60273,-7.2506207,112.7437564
Surabaya,Jawa Timur,KK Hi Tech Mall,Jl. Kusuma Bangsa 116-118  Surabaya JI 60136,-7.2532232,112.7479095
Surabaya,Jawa Timur,KK Pusat Grosir Surabaya,Pusat Grosir Surabaya  Blok B-3 No. 16-17  Surabaya JI,0,0
Trenggalek,Jawa Timur,KCP Trenggalek,"Jln. Panglima Sudirman 27, Trenggalek 66315",-8.052151,111.7068303
Tuban,Jawa Timur,KCU TUBAN,"Jln. Panglima Sudirman 35, Tuban 62314",-6.8960549,112.0694387
Tulungagung,Jawa Timur,KCU TULUNGAGUNG,"Jln. Diponegoro 54, Tulungagung 66217",-8.0702148,111.8995818
Tulungagung,Jawa Timur,KK Kantor Kas Tulungagung,"Jl. Diponegoro RT 003/002 No. 21 Bandung, Tulungagung 66274",-8.171118,111.7817789
Tulungagung,Jawa Timur,KCP Ngunut,"Jln. Raya 2 No. 53, Ngunut, Tulungagung 66292",-8.103808,112.0062253
Belitung,Bangka Belitung,KCP Tanjung Pandan,"Jl.Jend.Sudirman No.17 RT.007 RW.04, Tanjung pandan 33416",-2.7430837,107.6385522
Jebus,Bangka Belitung,KCP Jebus,"Jl.Raya Penghijauan Parit,Jebus Kab.Bangka Barat, Bangka Belitung",-1.671468,105.505216
Pangkal Pinang,Bangka Belitung,KCU PANGKAL PINANG,"Jln. Masjid Jamik 15, Pangkal Pinang 33132",-2.1289776,106.1120249
Pangkal Pinang,Bangka Belitung,KCP Soekarno Hatta,"Jln. Soekarno Hatta No. 21, Pangkal Pinang 33145",0,0
Pangkal Pinang,Bangka Belitung,KCP Toboali,"Jl.Jend.Sudirman Toboali Bangka Selatan, Pangkal Pinang 33783",-3.0094372,106.4575006
Pangkal Pinang,Bangka Belitung,KK Kantor Kas Koba,"Jl.Kenanga Atas No.790 RT.11 Kec.Koba Kab.Bangka Tengah, Pangkal Pinang 33132",-2.5017068,106.4031178
Sungailiat,Bangka Belitung,KCP Belinyu,"Jl.Gajah Mada, Kel.Kuto Panji Kec.Belinyu, Sungai Liat 33254",-1.6417654,105.770491
Sungailiat,Bangka Belitung,KCP Sungai Liat,"Jln. Jend. Sudirman No. 26, Sungai Liat 33211",0,0
Sungailiat,Bangka Belitung,KK Belinyu,"Jl. Depati Barin No. 11 Kuto Panji, Belinyu, Sungailiat 33254",-1.6418988,105.7705141
Bengkulu,Bengkulu,KCU BENGKULU,"Jln. S. Parman No. 66, Bengkulu 38223",-3.7998856,102.2672483
Bengkulu,Bengkulu,KK Kantor Kas Kepahiang,"Jl.Santoso No.53 RT.002 Kepahiang-Bengkulu, Bengkulu 39172",-3.6451635,102.5755214
Bengkulu,Bengkulu,KK Kantor Kas Lingkar Timur,"Jl. Salak Raya No. 16 RT.16 RW.16 Kel. Lingkar Timur, Bengkulu 38226",0,0
Bengkulu,Bengkulu,KK Lingkar Timur,"Jl. Salak Raya No. 16 RT.16 RW.06 Kel. Lingkar Timur, Bengkulu 38226",-3.8206479,102.3035662
Curup,Bengkulu,KCP Curup,"Jln. Merdeka 151, Curup, Rejang Lebong, Bengkulu 39117",-3.4645105,102.523659
Jambi,Jambi,KCU JAMBI,"Jln. Dr. Sutomo 50-50A, Jambi 36113",-1.5921236,103.6146735
Jambi,Jambi,KCP Jelutung,"Jln. Hayam Wuruk No. 101, Jelutung, Jambi 36133",0,0
Jambi,Jambi,KCP Sipin,"Jl. Pattimura No. 03 RT 09 Kel Rawasari, Kec. Kota Baru, Jambi 36125",0,0
Jambi,Jambi,KCP Talang Banjar,"Jl. Orang Kayo Pingai No. 12-12 Talang Banjar, Jambi 36142",-1.598206,103.6269232
Jambi,Jambi,KK Kantor Kas Thehok,"Jl.Jendral Sudirman No.9 RT.01 Thehok, Jambi 36138",-1.6185502,103.6268087
Kuala Tungkal,Jambi,KCP Kuala Tungkal,"Jl.Imam Bonjol Kel.Tungkal IV Kota, Kec.Tungkal Ilir, Kuala Tungkal 36512",-0.8148783,103.4580155
Merangin,Jambi,KK Kantor Kas Merangin,"Jl. Sudirman KM 0 Kota Bungo, Merangin 37314",-2.0726894,102.274663
Muara Bungo,Jambi,KCP Muara Bungo,"Jln. Basaruddin No. 28-29, Muara Bungo 37212",-1.4827403,102.114519
Bandar Lampung,Lampung,KCU BANDAR LAMPUNG,"Jln. Yos Sudarso 100, Bandar Lampung 35225",0,0
Bandar Lampung,Lampung,KCP Kedaton,"Jln. Teuku Umar No. 10 Kedaton, Bandar Lampung 35148",-5.3944995,105.2597962
Bandar Lampung,Lampung,KCP Pangeran Antasari,"Jln. Pangeran Antasari No. 130, Tanjung Baru, Sukabumi, Bandar Lampung 35000",-5.4045876,105.2763791
Bandar Lampung,Lampung,KCP Pasar Tengah,"Jln. Kartini 20-21, Tanjung Karang, Bandar Lampung 35111",0,0
Bandar Lampung,Lampung,KCP Tanjung Karang,"Jln. Raden Intan No. 38, Bandar Lampung 35111",-5.4130206,105.2561351
Bandar Lampung,Lampung,KCP Teluk Betung,"Jl.Ikan Hiu No.99, Bandar Lampung 35223",0,0
Bandar Lampung,Lampung,KK Kantor Kas Natar,"Jl.Raya Natar, Merak Batin, Kec.Natar, Lampung Selatan 35362",-5.3106797,105.1926462
Bandar Lampung,Lampung,KK Kantor Kas Pasar Bambu Kuning,"Jl. Bukit Tinggi D 18, Bandar Lampung 35114",-5.4110941,105.2531046
Bandar Lampung,Lampung,KK Kantor Kas Sudirman,"Jl.Jend.Sudirman, Pahoman Kec.Tanjung Karang Timur, Bandar Lampung 35121",0,0
Bandar Lampung,Lampung,KK Kantor Kas Way Halim,"Jl. Ki Maja – Kedaton, Bandar Lampung 35141",0,0
Kotabumi,Lampung,KCP Kotabumi,"Jln. Raden Intan 296-297, Kotabumi 34512",0,0
Metro,Lampung,KCU Metro,"Jln. Jend. Sudirman No. 106, Metro Lampung 34111",-5.1136776,105.2969723
Metro,Lampung,KCP Bandar Jaya,"Jln. Proklamator No. 14 A-B, Bandar Jaya, Metro Lampung 34162",0,0
Metro,Lampung,KK Kantor Kas Pasar Metro,"Komp.Niaga Metro Mega Mall Blok B No.07 Jl.Ki Agus Salim, Metro Lampung 34111",-5.1127263,105.3018572
Pringsewu,Lampung,KCP Pringsewu,"Jln. Jend. Ahmad Yani No. 23 A, Pringsewu 35673",-5.3568954,104.9828504
Tulang Bawang,Lampung,KCP Unit II Tulang Bawang,Jl.Lintas Timur – Pasar Unit II Tulang Bawang 34595,-4.2826234,105.2189325
Banda Aceh,Nanggroe Aceh Darussalam,KCU Banda Aceh,Jl.Tgk.Daud Beureueh No.44  Gampong Kuta Alam  Banda Aceh AC 23122,5.5581969,95.3247053
Banda Aceh,Nanggroe Aceh Darussalam,KCP Moh Jam,Jln. Moh Jam No. 97  Banda Aceh AC 23242,0,0
Banda Aceh,Nanggroe Aceh Darussalam,KK Kantor Kas Teuku Umar,Jl. Teuku Umar No. 292-294 Setui  Banda Aceh AC 23243,5.5581104,95.3264088
Bireun,Nanggroe Aceh Darussalam,KCP Bireuen,Jl. Teuku Nyak Arief No. 205  (d/h Jl. Mawar )  Bireuen AC 24211,5.2016794,96.7023264
Lhokseumawe,Nanggroe Aceh Darussalam,KCU Lhokseumawe,Jl. Merdeka 13-14  Lhokseumawe AC 24313,0,0
Bengkalis,Riau,KCP Bengkalis,"Jln.A.Yani No.15 – 16, Bengkalis 28751",1.4727594,102.1102445
Bengkalis,Riau,KCP Duri,"Jln. Jend. Sudirman RT/RW 02/02 No. 242 Kel. Balai Makam, Kec. Mandau, Duri, Bengkalis 28784",1.2918496,101.1803259
Dumai,Riau,KCP Dumai,Jl. Jend. Sudirman No. 90 A-B  Dumai RI 28813,1.6705041,101.4458669
Indragiri Hilir,Riau,KCP Tembilahan,"Jln. M. Boya, Tembilahan, Indragiri Hilir 29212",0,0
Pekanbaru,Riau,KCU Pekanbaru,Jl. Jend. Sudirman 448  Pekanbaru RI 28115,0,0
Pekanbaru,Riau,KCP A. Yani,Jl. A. Yani 41 C  Pekanbaru RI 28114,0.5312274,101.4407148
Pekanbaru,Riau,KCP Harapan Raya,Jl. Imam Munandar No. 312 C-D  Pekanbaru RI 28288,0.5000137,101.4661065
Pekanbaru,Riau,KCP Juanda,Jl. Ir Juanda 73-75  Pekanbaru RI 28151,0.5357568,101.4435744
Pekanbaru,Riau,KCP Nangka,Jl. Tuanku Tambusai No. 126 D-E  (d/h Jl. Nagka)  Pekanbaru RI 28124,0,0
Pekanbaru,Riau,KCP Panam,Jl. H.R. Subrantas No. 74 A & B  Pekanbaru RI,0.4636622,101.4037117
Pekanbaru,Riau,KCP Riau Bisnis Center,Jl.Riau No.36  Pekanbaru RI 28292,0.535278,101.4206498
Pekanbaru,Riau,KK Kantor Kas Rumbai,Bank & ATM Center  Kompleks Perkantoran PT CPI Rumbai  Pekanbaru RI 28271,0,0
Tembilahan,Riau,KCP Tembilahan,Jl. M. Boya  Tembilahan RI 29212,0,0
Batam,Riau – Kepulauan,KCU Batam,Jln. Raja Ali Haji 18  Sei Jodoh  Batam KR 29432,1.1521089,104.0038759
Batam,Riau – Kepulauan,KCP Batam Center,Komp. Raflesia Business Centre Blok C No. 8-9  Batam Centre   Batam KR,1.127356,104.0327163
Batam,Riau – Kepulauan,KCP Bengkong,Komp. Bengkong Harapan I Blok C No.78  Batam KR 29457,1.150368,104.0235772
Batam,Riau – Kepulauan,KCP Muka Kuning,Wisma Batamindo # 01-03/04  Jln. Rasamala 1  Batam KR 29433,0,0
Batam,Riau – Kepulauan,KCP Nagoya,Komp. Sakura Anpan  Jln. Imam Bonjol Blok B 6-8  Batam KR 29432,1.1452444,104.008623
Batam,Riau – Kepulauan,KCP Penuin,Jl. Pembangunan  Komp. Penuin Center Blok E No. 12-12A  Batam KR 29440,1.1362498,104.0061625
Batam,Riau – Kepulauan,KCP Tanjung Uncang,Jl. Brigjen Katamso  Komp. Pasar Fanindo Blok B No. 11-12  Tanjung Uncang  Batam KR 29424,1.0474921,103.9382583
Batam,Riau – Kepulauan,KK Kantor Kas Botania,Komp. Botania Garden Blok A1 No.5  Batam KR 29464,1.1275721,104.0981184
Karimun,Riau – Kepulauan,KCP Karimun,Jln. Ampera 4-5  Tanjung Balai Karimun  KR 29161,0.9929044,103.4274303
Karimun,Riau – Kepulauan,KK Kantor Kas Meral,Jl.Jend A.Yani Baran 2 No.1/E  Meral  Tanjung Balai Karimun KR 29166,0.9929441,103.3997452
Tanjung Pinang,Riau – Kepulauan,KCU Tanjung Pinang,Jln. Sunaryo  Tanjung Pinang KR 29112,0,0
Tanjung Pinang,Riau – Kepulauan,KCP Bintan Center,Grand Bintan Center  Jl. DI Panjaitan  Tanjung Pinang KR 29152,0.9179941,104.4998343
Tanjung Pinang,Riau – Kepulauan,KCP Lagoi,"Ruko Kota Sebong Blok 906 Unit 8  Bintan Resort Kota Kapur, Lagoi  Tanjung Pinang KR",0,0
Tanjung Pinang,Riau – Kepulauan,KCP Tanjung Uban,Jln. Merdeka 23A-24A  Tanjung Uban  Tanjung Pinang KR 29152,0,0
Tanjung Pinang,Riau – Kepulauan,KK Kantor Kas Kijang,Jl. Hang Jebat-Barek Motor Kijang  Tanjung Pinang KR 29151,0,0
Tanjung Pinang,Riau – Kepulauan,KK Kantor Kas Temiang,Jl.Temiang 27-29  Tanjung Pinang KR 29111,0.9303206,104.4417864
Bukittinggi,Sumatera Barat,KCU Bukittinggi,Jl. A. Yani No. 51  Bukittinggi SB 26113,0,0
Bukittinggi,Sumatera Barat,KCP Aur Kuning,Jl. Belakang Pasar Aur Kuning No. 686 & 687  Bukittinggi SB 26117,-0.3118323,100.3838022
Padang,Sumatera Barat,KCU PADANG,Jl. H. Agus Salim No. 10 A  Padang SB 25121,-0.9471336,100.3624249
Padang,Sumatera Barat,KCP Lubuk Begalung,Jl. Lubuk Begalung No. 9  N-0 RT 003 RW 009  Padang SB 25221,-0.9551152,100.400044
Padang,Sumatera Barat,KCP Pemuda,Jln. Pemuda No. 17  Padang SB 25117,-0.949683,100.3526504
Padang,Sumatera Barat,KCP Pondok,Jl.Pondok No.94  RT.002 RW. I  Padang SB 25119,-0.9567354,100.3588451
Padang,Sumatera Barat,KCP S. Parman,Jln. S. Parman 184  Padang SB 25133,-0.914107,100.3479976
Padang,Sumatera Barat,KK Bandar Buat,Jl.Raya Bandar Buat  RT 03 RW 02 Kec.Lubuk Kilangan  Padang SB 25231,-0.9499284,100.4302222
Payakumbuh,Sumatera Barat,KCP Payakumbuh,Jl.Jend.Sudirman No.11  Payakumbuh SB 26213,-0.2229396,100.6329625
Banyuasin,Sumatera Selatan,KCP KM 12,"Jln. Raya Palembang – Betung Km 13 No. 11-12 Talang Kelapa, Banyuasin 30761",-2.9138256,104.6771731
Baturaja,Sumatera Selatan,KCP Baturaja,"Jln. Jend. Sudirman 15-16, Baturaja, 32115",0,0
Empat Lawang,Sumatera Selatan,KCU TEBING TINGGI,"Jln. Jend.Sudirman 225-227-229 , Tebing Tinggi 20615",0,0
Lahat,Sumatera Selatan,KCP Lahat,"Jln. Mayor Ruslan II/51, Lahat 31411",-3.7909481,103.5352636
Lubuklinggau,Sumatera Selatan,KCU LUBUK LINGGAU,"Jln. Yos Sudarso No. 155, Lubuk Linggau 31625",0,0
Lubuklinggau,Sumatera Selatan,KK Kantor Kas Pasar Muara Atas,"Jl. Terminal Atas No. 55 Lubuk Linggau Timur II, Lubuk Linggau 31626",0,0
Lubuklinggau,Sumatera Selatan,KK Kantor Kas Tanah Periuk,"Jl.Yos Sudarso No.14/C Tanah Periuk-Lubuk Linggau, Lubuk Linggau 31626",0,0
Muara Enim,Sumatera Selatan,KCP Muara Enim,"Jln. Jend. Sudirman No. 78 A-B, Muara Enim 31314",-3.661123,103.7661512
OKU Timur,Sumatera Selatan,KK Martapura,"Jl. Merdeka No. 76 Martapura, OKU Timur 32181",-4.312962,104.3441088
OKU Timur,Sumatera Selatan,KK Belitang,"Jl.Raya Marga-Belitang Mas Bisnis Center Belitang-Gumawangun, Gumawang, OKU Timur 30265",-4.1131161,104.6379104
Palembang,Sumatera Selatan,KCU PALEMBANG,"Jl. Demang Lebar Daun No. 10,  Palembang SS 30137",-2.979041,104.7217216
Palembang,Sumatera Selatan,KCP A. Rivai,"Jl. Kapten Rivai No. 22,  Palembang SS 30129",-2.9780905,104.7467522
Palembang,Sumatera Selatan,KCP Dempo,"Jln. Lingkaran I Dempo Luar No. 312 H,  Palembang SS 30124",-2.9808306,104.7614981
Palembang,Sumatera Selatan,KCP Iskandar,"Jl. Letkol Iskandar No.51-52,   Palembang SS 30134",-2.9837016,104.7536549
Palembang,Sumatera Selatan,KCP Kenten,"Jl. MP. Mangkunegara No. 20-21 Kenten,  Palembang SS 30114",-2.9365714,104.7660683
Palembang,Sumatera Selatan,KCP Kolonel Haji Burlian,"Jl. Kol. Haji Burlian, Karya Baru RT.35 Blok 2E dan 3B,  Palembang SS 30127",-2.9256843,104.7108409
Palembang,Sumatera Selatan,KCP Lemabang,"Jln. Yos Sudarso 128/4F,  Palembang SS 30116",-2.9731678,104.780835
Palembang,Sumatera Selatan,KCP Mesjid Lama,"Jln. Mesjid Lama 27-31,  Palembang SS 30129",-2.9870769,104.7606979
Palembang,Sumatera Selatan,KCP Palembang Trade Centre,"Jl.R.Sukamto No.139 & 140, Kel.8 Ilir Kec.Ilir Timur II,  Palembang SS 30114",-2.9515553,104.7585403
Palembang,Sumatera Selatan,KCP Ruko Rajawali,"Jln. Veteran No. 938,  Palembang SS 30113",-2.9756533,104.7544962
Palembang,Sumatera Selatan,KCP Sako Kenten,"Jl. Musi Raya – Brigjen Hasan Kasim,  Palembang SS",-2.9479398,104.7834028
Palembang,Sumatera Selatan,KCP Seberang Ulu,"Jln. Jend. Ahmad Yani No. 4-5 Seberang Ulu,  Palembang SS 30252",-2.9898481,104.7875101
